first.name,last.name,ID,h.index,i10.idex,citations
Eirik,Evenhouse,pev31,5,3,55
Greetje,Everaert,pev8,2,1,25
Gerdie,Everaert,pev17,10,11,293
Mary,Everett,pev61,4,0,37
Lisa,Evers,pev41,2,1,42
Maria Theresia,Evers,pev55,2,0,9
Michiel,Evers,pev16,2,2,77
Michael,Evers,pev21,3,3,63
Hans-Dieter,Evers,pev24,7,1,106
Martin,Everts,pev20,2,1,15
Anastasios,Evgenidis,pev63,1,0,1
Evgeni,Evgeniev,pev43,1,0,4
Ozgur,Evren,pev47,5,4,109
Haldun,Evrenk,pev14,2,0,8
Igor,Evstigneev,pev36,6,6,229
Lyudmila,Evstigneeva,pev46,1,0,1
Christian-Oliver,Ewald,pew4,5,4,84
Michael,Ewens,pew6,3,2,69
Christian,Ewerhart,pew10,7,7,225
Casper,Ewijk,pew7,8,5,146
Andrew,Ewing,pew9,1,1,13
Bradley,Ewing,pew5,19,31,1420
Jacques,Ewoudou,pew8,1,0,3
Filippos,Exadaktylos,pex4,4,1,58
Nelly,Exbrayat,pex6,2,1,16
Andreas,Exenberger,pex3,1,0,1
Manuel,Expósito-Langa,pex5,2,0,10
Pilar,Exposito,pex1,4,1,65
Peter,Exterkate,pex2,2,1,22
Katherine,Eyal,pey7,1,0,10
Johan,Eyckmans,pey1,9,8,311
Jonathan,Eyer,pey9,1,1,20
Burcu,Eyigungor,pey6,6,5,257
Torsten,Eymann,pey3,2,0,12
Aurélien,Eyquem,pey2,5,3,78
Hugo,Eyzaguirre,pey14,1,1,13
Nicolas,Eyzaguirre,pey4,2,0,7
Roberto,Ezcurra,pez1,9,9,354
Abel,Ezeoha,pez7,3,1,18
Patrick,Fève,pfv1,11,12,373
Finn,Førsund,pfr104,13,15,933
Erika,Färnstrand Damsgaard,pfr143,1,1,15
Eduardo,Fé,pfe185,2,0,5
Elisabete,Félix,pfl52,1,1,13
Sónia,Félix,pfl125,2,0,9
Ricardo,Félix,pfl61,5,3,82
José,Féres,pfr332,3,0,22
Philippe,Février,pfv2,4,2,75
Péter,Földvári,pfl44,5,1,64
Tobias,Föll,pfl144,3,0,17
Till,Förstemann,pfr342,2,0,4
Marcel,Förster,pfr230,2,1,20
Michael,Förster,pfo184,7,7,196
Sascha,Füllbrunn,pfl54,3,1,58
Joachim,Fünfgelt,pfn2,1,0,1
Alexia,Fürnkranz-Prskawetz,pfr219,12,15,791
Roland,Füss,pfs2,7,4,178
Ebrima,Faal,pfa105,2,1,26
Anja,Faße,pfa222,2,0,7
Daniele,Fabbri,pfa56,8,8,214
Francesca,Fabbri,pfa68,8,7,552
Giorgio,Fabbri,pfa138,9,8,203
Oliver,Fabel,pfa116,5,3,89
Raul,Fabella,pfa359,5,3,88
Jason,Faberman,pfa260,10,10,648
Silvia,Fabiani,pfa391,16,17,1083
Michal,Fabinger,pfa403,3,1,151
Richard,Fabling,pfa84,8,7,197
Brian,Fabo,pfa379,2,0,19
Frank,Fabozzi,pfa323,15,19,716
Natalia,Fabra,pfa37,12,12,408
Alice,Fabre,pfa413,2,0,13
Annalisa,Fabretti,pfa262,2,1,24
Nadine,Fabritz,pfa309,2,0,12
Simona,Fabrizi,pfa52,3,0,24
Nathalie,Fabry,pfa51,1,0,3
Marharyta,Fabrykant,pfa395,1,0,1
Gilbert,Faccarello,pfa170,4,2,60
François,Facchini,pfa531,4,2,105
Giovanni,Facchini,pfa31,15,18,658
Renato,Faccini,pfa200,7,7,128
Mara,Faccio,pfa220,14,19,2492
Michela,Faccioli,pfa447,1,0,2
Linda,Fache Rousová,pro526,2,0,4
Stefano,Fachin,pfa11,7,6,169
Uwe,Fachinger,pfa27,4,0,46
Gabrielle,Fack,pfa151,6,4,167
Paul,Fackler,pfa495,9,9,311
Mehdi,Fadaee,pfa244,1,0,1
Ludmila,Fadejeva,pfa209,2,2,35
Adélaïde,Fadhuile,pfa452,2,0,8
Harald,Fadinger,pfa156,9,9,210
Gideon,Fadiran,pfa343,2,0,5
Itzik,Fadlon,pfa513,2,1,101
Irene,Fafaliou,pfa233,3,1,24
Marcel,Fafchamps,pfa2,35,80,4542
Robert,Faff,pfa127,18,48,1809
Stephen,Fagan,pfa166,1,0,4
Gabriel,Fagan,pfa171,8,7,915
Marie-Cecile,Fagart,pfa306,4,3,72
Xavier,Fageda,pfa104,9,9,388
Jan,Fagerberg,pfa89,21,31,2479
Andreas,Fagereng,pfa356,7,5,122
Sonja,Fagernäs,pfa287,2,1,22
Silvia,Faggian,pfa196,3,0,27
Alessandra,Faggian,pfa7,13,13,492
Giulia,Faggio,pfa355,8,7,360
Giorgio,Fagiolo,pfa4,22,41,1666
Jean-Paul,Faguet,pfa96,6,5,321
Behnam,Fahimnia,pfa421,2,1,24
Ruediger,Fahlenbrach,pfa388,11,12,593
Mohamad,Fahmi,pfa140,1,0,5
Ezry,Fahmy,ped40,2,2,66
Stephan,Fahr,pfa154,3,2,89
René,Fahr,pfa55,9,8,332
Christian,Fahrholz,pfa130,4,0,46
Stefan,Fahrländer,pfa95,2,0,6
Ester,Faia,pfa22,16,27,1131
Marta,Faias,pfa316,2,0,6
Ivan,Faiella,pfa234,6,4,133
Miquel,Faig,pfa15,9,9,265
Ulrich,Faigle,pfa5,4,2,145
Jürgen,Faik,pfa329,3,1,34
Marco,Faillo,pfa83,5,2,99
James,Fain,pfa414,2,1,17
Riccardo,Faini,pfa115,20,29,1143
Itay,Fainmesser,pfa259,4,2,45
Ray,Fair,pfa24,20,30,1731
Xavier,Fairise,pfa120,3,1,26
Robert,Fairlie,pfa338,19,32,1412
Alan,Fairlie Reinoso,pal664,11,11,1700
David,Fairris,pfa407,8,7,176
Faisal,Faisal,pfa494,2,0,6
Nasruddin,Faisol,pfa303,1,0,2
Bruno,Faivre d'Arcier,pfa411,2,0,18
Azeema,Faizunnisa,pfa155,1,0,2
Gustavo,Fajardo,pfa502,1,0,1
Luis,Fajardo,pfa145,1,1,10
José,Fajardo,pfa47,6,3,131
Pablo,Fajgelbaum,pfa265,9,9,346
Eduardo,Fajnzylber,pfa277,3,2,84
Fathi,Fakhfakh,pfa169,7,6,162
Umar,Fakhrudin,pfa357,1,0,1
Ali,Fakih,pfa331,3,1,42
Alexandros,Fakos,pfa410,18,28,1136
Matteo,Falagiarda,pfa281,6,4,99
Evangelos,Falaris,pfa223,9,9,208
Antonio,Falato,pfa46,7,2,89
Greta,Falavigna,pfa340,4,1,34
Tracy,Falba,pfa211,4,2,38
Torberg,Falch,pfa42,9,9,291
Hans,Falck,pfa293,1,1,82
Oliver,Falck,pfa153,18,28,1237
José,Falck Zepeda,pfa103,7,6,244
Chiara,Falco,pfa341,1,0,9
Paolo,Falco,pfa273,4,1,72
Fander,Falconi,pfa461,2,0,10
Marcin,Faldzinski,pfa290,1,0,4
Barry,Falk,pfa78,7,5,258
Martin,Falk,pfa161,12,16,497
Armin,Falk,pfa48,38,68,7315
Andreas,Falkenberg,pfa373,1,0,6
Josef,Falkinger,pfa72,15,19,658
Jan,Falkowski,pfa181,5,1,61
El Hadji,Fall,pfa108,1,0,6
Falilou,Fall,pfa405,4,1,41
Hassan,Fallahgoul,pfa344,1,0,1
Firouz,Fallahi,pfa256,3,1,61
Peter,Fallesen,pfa294,2,0,8
Bruce,Fallick,pfa146,12,14,862
George,Fallis,pfa497,3,2,124
Francesco,Fallucchi,pfa335,2,1,35
Thibault,Fally,pfa184,8,8,580
Jean-Marc,Falter,pfa312,4,2,65
Rodney,Falvey,pfa291,16,22,861
Anna,Falzoni,pfa36,1,1,22
Eugene,Fama,pfa110,35,48,23952
Melissa,Famulari,pfa520,3,3,94
Jing,Fan,pfa79,1,1,15
Jingwen,Fan,pfa231,1,0,6
Liang-cong,Fan,pfa300,1,0,4
Xiaodong,Fan,pfa517,1,0,6
Xiaoyan,Fan,pfa524,1,1,18
Xibo,Fan,pfa57,1,1,75
Yubing,Fan,pfa506,1,0,2
Gang-Zhi,Fan,pfa415,2,0,10
Wen,Fan,pfa505,2,1,35
Haichao,Fan,pfa386,3,2,84
Maoyong,Fan,pfa247,3,1,27
Ying,Fan,pfa245,3,1,58
Elliott,Fan,pfa118,4,2,66
Victoria,Fan,pfa325,4,0,24
C.,Fan,pfa195,8,8,258
Jianqing,Fan,pfa165,24,45,2156
Shenggen,Fan,pfa13,27,57,2024
José,Fanelli,pfa183,1,1,10
Luca,Fanelli,pfa33,7,3,126
Lei,Fang,pfa349,1,0,2
Muriel Zheng,Fang,pfa102,1,0,2
Yi,Fang,pfa319,1,0,1
Yiwei,Fang,pfa336,1,1,24
Eddy,Fang,pfa376,2,0,5
Yue,Fang,pfa44,3,2,50
Zheng,Fang,pfa257,3,1,30
Ying,Fang,pfa255,5,4,98
Lei,Fang,pfa267,6,4,93
Tony,Fang,pfa311,6,4,139
WenShwo,Fang,pfa149,6,5,126
Fang,Fang,pfa141,8,8,255
Hanming,Fang,pfa17,19,26,1178
Antje,Fanghänel,psc717,15,18,1040
Jack,Fanning,pfa485,1,0,3
Shira,Fano,pfa454,1,0,9
Luciano,Fanti,pfa264,6,3,262
Davide,Fantino,pfa86,4,1,46
Pablo,Farías,pfa218,2,0,8
Salvatore,Farace,pfa328,1,0,1
Marc,Farag,pfa445,2,2,47
Elisa,Faraglia,pfa164,4,3,76
Farah,Farahati,pfa437,1,1,14
Marco,Faravelli,pfa266,6,5,141
Naseem,Faraz,pak58,5,5,177
Helmut,Farbmacher,pfa342,3,0,17
Emily,Farchy,pfa476,2,1,13
Alessio,Farcomeni,pfa429,5,1,91
M'hand,Fares,pfa215,4,1,34
Maryam,Farhadi,pfa500,2,1,22
Sahbi,Farhani,pfa318,10,10,331
Abdeljelil,Farhat,pfa65,2,1,57
Emmanuel,Farhi,pfa207,26,40,2418
Gonçalo,Faria,pfa457,3,0,17
Andre,Faria,pfa94,5,3,141
Ana,Faria,pfa91,6,4,111
Joao,Faria,pfa10,11,13,362
Jose C.,Fariñas,pfa282,8,8,536
Naser,Farid,pfa150,3,2,32
Muhammad Zahir,Faridi,pfa369,1,0,4
Vincenzo,Farina,pfa159,4,1,42
Francesco,Farina,pfa163,5,0,40
Fabio,Farinosi,pfa321,1,0,5
Mira,Farka,pfa270,4,2,60
Beatrice,Farkas,pfa320,1,0,5
Ferenc,Farkas,pfa229,1,0,7
Kristine,Farla,pfa326,3,0,19
Amir,Farmanesh,pfa187,1,0,2
Leland,Farmer,pfa503,1,0,3
Karl,Farmer,pfa278,4,1,48
J.,Farmer,pfa201,17,23,1189
Martin,Farnham,pfa249,3,3,60
José,Faro,pfa216,5,3,88
Thomas,Farole,pfa251,8,8,222
Stefano,Farolfi,pfa380,3,0,25
Abdul,Farooq,pfa324,1,1,78
Ammar,Farooq,pfa484,1,0,1
Muhammad Shoaib,Farooq,pfa535,2,1,18
Moazzam,Farooq,pfa390,3,2,87
Arsalan,Farooquee,pfa468,1,0,3
Lidia,Farré,pfa133,7,5,275
Reza,Farrahi Moghaddam,pfa352,1,0,6
Katie,Farrant,pfa426,2,1,117
Greg,Farrell,pfa304,3,1,37
Katharine,Farrell,pfa139,3,0,22
Niall,Farrell,pfa347,3,0,28
Lisa,Farrell,pfa186,6,6,210
Joseph,Farrell,pfa35,29,41,3862
Verónica,Farreras,pfa136,1,0,4
Katie,Farrin,pfa398,2,1,31
Robert,Farrow,pfa208,6,5,152
Mahtab,Farshchi,pfa301,1,0,2
Mehdi,Farsi,pfa228,15,17,656
Hasan,Faruq,pfa131,3,1,34
Hamid,Faruqee,pfa43,16,23,1077
Umar,Faruqui,pfa446,2,1,20
Etienne,Farvaque,pfa122,7,5,154
Oleksandr,Faryna,pfa491,1,0,2
Mohammad Reza,Farzanegan,pfa173,6,5,220
Y. Hossein,Farzin,pfa242,11,11,507
Marco,Fasan,pfa364,1,0,2
Stefano,Fasani,pfa482,1,0,1
Francesco,Fasani,pfa185,8,7,223
Alessandra,Fasano,pfa361,1,0,1
Giovanni,Fasano,pfa194,2,0,8
Ismail,Fasanya,pfa350,4,1,67
Martin M.G.,Fase,pfa252,10,10,297
Apostolos,Fasianos,pfa474,1,0,1
Athanasios,Fassas,pfa348,2,0,9
Angela,Fasshauer,pko468,3,1,26
Anita,Fassio,pfa147,1,0,5
Claudio,Fassio,pfa295,5,1,49
Enrique,Fatas,pfa98,7,5,210
Francisco,Fatas-Villafranca,pfa280,2,0,7
Belaid,Fateh,pfa271,3,1,49
Eihab,Fathelrahman,pfa416,2,0,10
Serena,Fatica,pfa240,7,5,234
Ambreen,Fatima,pfa372,2,1,36
Ibrahim,Fatnassi,pfa314,1,0,4
Mafaizath,Fatoke Dato,pfa442,2,2,28
Roberto,Fattal Jaef,pfa394,2,1,58
Marco,Fattore,pfa128,2,0,8
Rasmus,Fatum,pfa285,12,16,497
Violaine,Faubert,pfa518,1,0,1
Dario,Fauceglia,pfa449,2,1,27
Adrien,Faudot,pfa487,1,0,3
Olivier,Faugeras,pfa337,1,0,6
Christophe,Faugere,pfa49,2,0,16
Dagney,Faulk,pfa241,2,0,10
Sebastian,Faundez M,pfa286,1,0,3
Mathieu,Faure,pfa419,1,0,3
Pierre-Henri,Faure,pfa297,2,0,6
Jon,Faust,pfa9,13,14,1576
Dietrich,Fausten,pfa367,5,1,103
Scott,Fausti,pfa176,7,6,150
Horácio,Faustino,pfa239,5,2,60
Yvon,Fauvel,pfa8,2,1,22
Christine,Fauvelle-Aymar,pfa406,2,2,26
Thiago,Fauvrelle,pfa529,1,0,1
Sheereen,Fauzel,pfa467,1,0,6
Fitriya,Fauzi,pfa366,1,0,7
Ana,Fava,pfa172,1,0,2
Marta,Favara,pfa334,1,1,13
Giovanni,Favara,pfa322,7,6,259
Pascal,Favard,pfa6,3,1,96
Daniela,Favaretto,pfa160,2,2,30
Donata,Favaro,pfa97,4,3,59
Olivier,Favereau,pfa458,5,4,123
Alice,Favero,pfa317,1,0,5
Carlo,Favero,pfa12,29,53,2810
Melissa,Favreault,pfa339,3,2,63
Yarine,Fawaz,pfa237,1,1,20
Nicholas,Fawcett,pfa112,5,5,90
Chris,Fawson,pfa99,7,2,95
Marianne,Fay,pfa168,7,7,250
Ghada,Fayad,pfa274,6,4,111
Mohd.,Fayaz,pfa463,1,0,1
Ousmane,Faye,pfa305,3,1,61
Bichaka,Fayissa,pfa162,7,6,163
Teresa,Fayos,pfa313,1,0,2
Karoly,Fazekas,pfa134,3,0,26
Dimas,Fazio,pfa279,5,3,124
Giorgio,Fazio,pfa253,9,9,232
Burcu,Fazlioglu,pfa397,1,0,1
Steven,Fazzari,pfa87,17,24,3210
Philip,Fearnside,pfe366,7,5,137
Gervan,Fearon,pfe102,1,0,3
James,Fearon,pfe73,9,9,922
Allen,Featherstone,pfe31,15,23,746
Christine,Feaver,pfe81,4,2,43
Irawan,Febianto,pfe258,1,0,3
Falko,Fecht,pfe38,8,7,260
Viktar,Fedaseyeu,pfe478,3,0,18
Johannes,Fedderke,pfe174,13,16,559
Arne,Feddersen,pfe201,7,5,159
Alessandro,Fedele,pfe134,3,0,35
Gershon,Feder,pfe188,25,40,3008
Daniela,Federici,pfe160,5,1,63
Salvatore,Federico,pfe421,4,1,55
Stefano,Federico,pfe223,8,8,167
Giovanni,Federico,pfe225,9,9,243
Miroslava,Federicova,pfe377,1,0,1
Alexandra,Fedorets,pfe457,2,0,11
Igor,Fedorko,pfe338,1,0,2
Elena,Fedorova,pfe294,1,0,2
Igor,Fedotenkov,pfe204,2,0,14
Michele,Fedrizzi,pfe240,4,2,44
Alberto,Feduzi,pfe249,1,0,3
Anna,Fedyunina,pfe378,1,0,5
Kyle,Fee,pfe388,1,0,5
James,Feehan,pfe203,6,4,113
Daniel,Feenberg,pfe56,13,18,908
Robert,Feeney,pfe21,1,1,10
Robert,Feenstra,pfe116,44,92,8667
David,Feeny,pfe184,10,10,272
Simon,Feeny,pfe60,10,10,262
Eberhard,Feess,pfe259,8,6,204
Hans,Fehr,pfe183,15,20,617
Ernst,Fehr,pfe29,50,103,14358
Sebastian,Fehrler,pfe229,5,3,76
Edgar,Feige,pfe11,15,23,762
Susan,Feigenbaum,pfe357,4,1,79
James,Feigenbaum,pfe100,8,8,205
Carmem,Feijo,pfe472,4,0,26
Adam,Fein,pfe16,2,1,18
Susan,Feinberg,pfe129,3,2,52
Robert,Feinberg,pfe198,14,22,615
Jonathan,Feinstein,pfe36,10,11,1012
Donna,Feir,pfe361,4,1,36
Daniel,Feitosa Lopes,pfe195,1,0,1
Gabriel,Felbermayr,pfe28,19,37,1441
Daniel,Felcser,pfe446,2,0,15
Jan,Feld,pfe245,3,2,40
Lars,Feld,pfe65,23,43,2127
Martin,Feldkircher,pfe227,12,13,446
Barry,Feldman,pfe12,1,0,3
German,Feldman,pfe470,1,0,1
David,Feldman,pfe15,3,0,37
Naomi,Feldman,pfe370,5,3,159
Marcel,Feldmann,pfe244,1,0,1
Sven,Feldmann,pfe233,4,2,165
Horst,Feldmann,pfe219,7,6,198
Martin,Feldstein,pfe112,44,142,8667
Alberto,Felettigh,pfe115,4,2,56
Christina,Felfe,pfe305,5,3,136
Mike,Felgenhauer,pfe276,3,1,26
Giulia,Felice,pfe141,3,2,95
Emanuele,Felice,pfe270,6,2,86
Teppo,Felin,pfe120,3,1,50
Jesus,Felipe,pfe429,12,18,540
Marta,Felis-Rota,pfe355,1,0,3
Alison,Felix,pfe339,5,3,87
Karl,Felixson,pfe382,2,1,18
John,Fell,pfe442,2,1,18
Harrison,Fell,pfe226,9,9,250
Giulio,Fella,pfe171,7,6,192
Leonardo,Felli,pfe85,10,10,452
Thomas,Fellmann,pfe407,3,0,27
Wolfgang,Fellner,pfe369,1,0,1
Gerlinde,Fellner-Röhling,pfe35,9,8,339
Markus,Fels,pfe436,1,0,8
Daniel,Felsenstein,pfe57,6,2,170
Marie-Helene,Felt,pfe456,4,3,46
Claude,Felteau,pfe6,1,0,3
Andrew,Feltenstein,pfe177,9,7,214
Vincent,Feltkamp,pfe4,6,4,169
Andrew,Felton,pfe196,2,2,157
Nick,Feltovich,pfe149,12,13,587
Christophe,Feltus,pfe239,2,0,5
Fabienne,Femenia,pfe217,4,2,71
Gianluca,Femminis,pfe154,5,2,111
John,Fender,pfe445,5,5,183
Ingo,Fender,pfe328,12,17,322
Salih,Fendoglu,pfe178,7,6,110
Chao,Feng,pfe455,1,0,6
Wang,Feng,pfe439,1,1,41
Hui,Feng,pfe59,2,0,13
Zhigang,Feng,pfe202,2,2,57
Mei,Feng,pfe399,3,3,104
Xunan,Feng,pfe346,3,0,24
Yan,Feng,pfe505,3,1,29
Zhen-Hua,Feng,pfe430,4,2,96
Li,Feng,pfe133,5,4,82
Guohua,Feng,pfe222,6,4,131
Yuanhua,Feng,pfe24,6,4,79
Hongli,Feng,pfe106,7,6,214
Qu,Feng,pfe236,7,5,92
Robert,Fenge,pfe173,12,14,514
Matthias,Fengler,pfe264,7,4,152
Guidon,Fenig,pfe443,2,0,12
Aju,Fenn,pfe130,4,3,53
Paul,Fenn,pfe274,9,9,279
Stefano,Fenoaltea,pfe122,11,12,361
Ricardo,Fenochietto,pfe362,2,1,35
James,Fenske,pfe247,8,6,234
Perrine,Ferauge,pfe296,2,0,4
J.,Ferderer,pfe172,4,2,295
Marien,Ferdinandusse,pfe476,1,0,5
Ergete,Ferede,pfe298,4,2,54
Neil,Ferguson,pfe359,1,0,5
John-Paul,Ferguson,pfe279,2,1,21
Brian,Ferguson,pfe148,4,1,33
Shon,Ferguson,pfe275,4,1,39
Mete,Feridun,pfe481,9,7,342
Guido,Ferilli,pfe503,1,0,5
Eduardo,Ferioli,pfe403,1,0,1
Fabio,Feriozzi,pfe135,4,1,26
Carmelo,Ferlito,pfe440,1,0,4
Marcelo,Ferman,pfe321,2,1,18
Bruno,Ferman,pfe315,5,2,99
Eva,Fernández,pfe374,1,0,4
Gonzalo,Fernández,pfe86,1,1,14
Katherina,Fernández,pfe161,1,0,3
Vladimir,Fernández,pfe277,1,0,1
Esther,Fernández,pfe216,3,1,28
Cristina,Fernández,pfe311,4,3,121
Roque,Fernández,pfe92,4,2,524
Juan,Fernández de Guevara,pfe220,7,7,596
Manuel,Fernández Grela,pfe288,2,1,17
Andrés,Fernández Martin,pfe290,7,6,242
René,Fernández Montt,pmo273,10,11,204
Antonio,Fernández Morales,pfe319,2,1,26
Esteban,Fernández Vázquez,pfe98,3,1,30
Octavio,Fernández-Amador,pfe266,5,5,102
Gema,Fernández-Avilés,pfe299,2,0,18
Víctor,Fernández-Blanco,pfe156,5,3,71
Marcos,Fernández-Gutiérrez,pfe325,2,0,13
Jesús,Fernández-Huertas Moraga,pfe165,11,13,539
Ana,Fernández-Laviada,pfe350,1,0,3
Roberto,Fernández-Llera,pfe117,1,0,4
Laura,Fernández-Méndez,pfe441,1,0,1
Andrea,Fernández-Ribas,pfe37,4,1,47
John,Fernald,pfe43,23,34,2752
Adriana,Fernandes,pfe108,1,0,1
Filipa,Fernandes,pfe477,1,0,3
Maria,Fernandes,pfe268,1,0,3
Nuno,Fernandes,pfe49,3,3,126
Sónia,Fernandes,pfe142,3,2,47
Liliana,Fernandes,pfe304,4,0,19
Ana,Fernandes,pfe90,5,3,233
Marcelo,Fernandes,pfe19,7,6,232
Ana,Fernandes,pfe128,13,18,721
Javier,Fernandez,pfe452,1,0,2
Bernardo,Fernandez,pfe262,2,0,11
Adriana,Fernandez,pfe368,3,0,24
Cristina,Fernandez,pfe412,3,1,26
Fernando,Fernandez,pfe353,3,0,17
Jose,Fernandez,pfe186,3,0,14
Jose Luis,Fernandez,pfe492,3,0,41
Melchor,Fernandez,pfe289,6,3,108
Pablo,Fernandez,pfe23,6,2,144
Viviana,Fernandez,pfe103,10,10,294
Raquel,Fernandez,pfe17,19,27,2582
Santiago,Fernandez de Cordoba,pfe42,1,0,8
Nadia,Fernandez de Pinedo,pfe309,1,0,2
Jose,Fernandez Donoso,pfe385,1,0,1
Daniel,Fernandez Kranz,pfe501,6,5,102
Diana,Fernandez Moreno,pfe360,1,0,6
Manuel,Fernandez Sierra,pfe342,2,1,15
Karmele,Fernandez-Aguirre,pka586,2,1,27
Eduardo,Fernandez-Arias,pfe212,13,14,827
Matilde,Fernandez-Blanco,pfe297,1,0,4
Gonzalo,Fernandez-de-Cordoba,pfe199,4,2,136
Javier,Fernandez-Macho,pfe234,5,1,62
Enrique,Fernandez-Macias,pfe504,1,0,1
Jose,Fernandez-Serrano,pfe40,2,1,24
Ivan,Fernandez-Val,pfe104,14,17,724
Jesus,Fernandez-Villaverde,pfe14,24,35,2307
A. Nilesh,Fernando,pfe493,2,0,9
Lopez,Fernando A,pfe261,4,1,52
Ricardo,Fernholz,pfe345,3,1,19
Alan,Fernihough,pfe287,5,3,87
Ehsan,Feroz,pfe391,3,1,22
Esther,Ferrándiz,pfe292,1,0,6
Céline,Ferré,pfe272,2,0,12
Montserrat,Ferré,pfe91,3,1,33
Marc,Ferracci,pfe301,4,4,89
Christian,Ferrada,pfe386,1,0,5
Luz,Ferrada,pfe327,1,0,1
Anna,Ferragina,pfe140,5,3,90
Christopher,Ferrall,pfe7,9,7,205
Mery,Ferrando,pfe265,1,1,12
Annalisa,Ferrando,pfe432,7,7,424
Gaëlle,Ferrant,pfe243,2,0,15
Mauro,Ferrante,pfe502,1,0,4
Vittorioemanuele,Ferrante,pfe192,1,0,2
Francesco,Ferrante,pfe428,2,0,8
Francesco,Ferrante,pfe151,4,2,50
Antonella,Ferrara,pfe473,1,0,2
Gerardo,Ferrara,pfe449,1,0,4
Maria,Ferrara,pfe397,1,0,7
Ida,Ferrara,pfe179,4,2,74
Cataldo,Ferrarese,pfe371,1,0,2
Massimiliano,Ferraresi,pfe466,1,0,3
Cesar,Ferrari,pfe257,1,0,1
Guido,Ferrari,pfe155,1,0,2
Sylvie,Ferrari,pfe166,1,1,15
Emanuele,Ferrari,pfe224,3,0,27
Giorgio,Ferrari,pfe394,4,1,36
Pier Alda,Ferrari,pfe87,4,0,28
Claudio,Ferrari,pfe300,6,2,82
Fernando,Ferrari Filho,pfe170,3,2,46
Caterina,Ferrario,pfe205,3,2,42
Matteo,Ferraris,pfe469,2,0,10
Leo,Ferraris,pfe310,3,2,77
Domenico,Ferraro,pfe393,3,3,100
Paul,Ferraro,pfe373,18,21,840
Lucas,Ferraz,pfe433,1,0,2
Zuleika,Ferre,pfe126,1,0,3
Luis,Ferreira,pfe471,1,1,11
Mário Pedro,Ferreira,pfe444,1,1,12
Rafael,Ferreira,pfe485,1,1,14
Diogo,Ferreira,pfe380,2,0,12
Gustavo,Ferreira,pfe271,2,0,10
Paulo,Ferreira,pfe193,2,0,10
Pedro,Ferreira,pfe191,2,0,11
Priscila,Ferreira,pfe221,2,0,11
Roberto,Ferreira,pfe273,2,0,14
Alex,Ferreira,pfe44,3,1,81
Joao,Ferreira,pfe55,3,1,70
Jose,Ferreira,pfe51,3,2,58
Afonso,Ferreira,pfe113,4,2,94
Candida,Ferreira,pfe190,4,1,68
Leonardo,Ferreira,pno253,4,3,72
Manuel,Ferreira,pfe20,4,1,57
Eva,Ferreira,pfe145,5,1,86
Pedro,Ferreira,pfe52,9,6,286
Rômulo,Ferreira,pfe79,11,12,593
Susana,Ferreira,pfe197,12,15,475
Fernando,Ferreira,pfe163,14,16,1127
Miguel,Ferreira,pfe454,19,21,1098
Francisco,Ferreira,pfe146,24,41,2131
Marta,Ferreira Dias,pfe34,2,0,14
Sara,Ferreira Filipe,pfe333,1,1,10
Maria,Ferreira Sequeda,pfe349,1,0,1
Jesus,Ferreiro,pfe96,4,0,47
Hélène,Ferrer,pfe306,3,1,32
Rosa,Ferrer,pfe282,4,3,64
Ana,Ferrer,pfe123,7,6,247
Ada,Ferrer-i-Carbonell,pfe181,14,15,3016
Dolores,Ferrero,pfe324,1,1,28
Ignacio,Ferrero,pfe390,2,0,5
Mario,Ferrero,pfe114,4,3,117
Giuseppe,Ferrero,pfe153,6,4,153
Andrea,Ferrero,pfe99,11,11,654
Ben,Ferrett,pfe168,3,3,55
Paola,Ferretti,pfe263,1,0,3
Riccardo,Ferretti,pfe144,4,4,52
Jesus,Ferreyra Gugliermino,pfe332,1,0,3
Javier,Ferri,pfe138,8,5,270
Giovanni,Ferri,pfe62,17,24,1038
Sylvain,Ferrières,pfe431,1,0,1
Fabrizio,Ferriani,pfe491,1,0,3
Peyton,Ferrier,pfe252,2,0,15
Gary,Ferrier,pfe281,12,14,1043
Axelle,Ferriere,pfe389,3,1,27
Silvia,Ferrini,pfe337,5,2,239
John,Ferris,pfe343,4,2,60
J. Stephen,Ferris,pfe2,6,5,278
Andrea,Ferro,pfe147,3,2,44
Esteban,Ferro,pfe302,3,1,40
Gustavo,Ferro,pfe218,3,1,58
Lucia,Ferrone,pfe416,1,0,1
Filippo,Ferroni,pfe214,6,6,166
El Mehdi,Ferrouhi,pfe398,1,0,2
Marie,Ferru,pfe241,2,0,11
Marin,Ferry,pfe372,2,0,7
Chaim,Fershtman,pfe232,22,40,2525
Wayne,Ferson,pfe32,15,17,2120
Robert,Ferstl,pfe208,2,1,16
Michael,Fertig,pfe111,11,11,383
Imre,Ferto,pfe118,9,7,308
Joras,Ferwerda,pfe285,2,0,18
Jeremy,Ferwerda,pfe348,4,1,72
Eric,Fesselmeyer,pfe235,2,0,18
Pirmin,Fessler,pfe230,6,5,140
Agnès,Festré,pfe101,5,1,68
Besnik,Fetai,pfe312,1,1,23
Gebeyehu,Fetene,pfe347,2,0,5
Daniel,Fetter,pfe278,2,1,21
Thiemo,Fetzer,pfe231,6,6,117
Switgard,Feuerstein,pfe95,3,2,56
Bruno,Feunou,pfe411,5,3,120
Frédérique,Feve,pfe460,2,1,18
Arne,Fevolden,pfe495,2,0,12
Vera,Feygina,pfe352,1,0,5
